"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pct. of People Who Took Public Transit to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranpt","TimeFrame","GeoVintage","Source","Location"
"Block Group","060371220003","CA","060371220003","=""060371220003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371221201","CA","060371221201","=""060371221201""","1.50","2019-2023","2022","Census","California (State)"
"Block Group","060371221202","CA","060371221202","=""060371221202""","3.45","2019-2023","2022","Census","California (State)"
"Block Group","060371221211","CA","060371221211","=""060371221211""","3.30","2019-2023","2022","Census","California (State)"
"Block Group","060371221212","CA","060371221212","=""060371221212""","2.38","2019-2023","2022","Census","California (State)"
"Block Group","060371221221","CA","060371221221","=""060371221221""","14.57","2019-2023","2022","Census","California (State)"
"Block Group","060371221222","CA","060371221222","=""060371221222""","8.41","2019-2023","2022","Census","California (State)"
"Block Group","060371222001","CA","060371222001","=""060371222001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371222002","CA","060371222002","=""060371222002""","0.80","2019-2023","2022","Census","California (State)"
"Block Group","060371224101","CA","060371224101","=""060371224101""","6.06","2019-2023","2022","Census","California (State)"
"Block Group","060371224102","CA","060371224102","=""060371224102""","3.21","2019-2023","2022","Census","California (State)"
"Block Group","060371224201","CA","060371224201","=""060371224201""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371224202","CA","060371224202","=""060371224202""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371224203","CA","060371224203","=""060371224203""","13.76","2019-2023","2022","Census","California (State)"
"Block Group","060371230101","CA","060371230101","=""060371230101""","4.16","2019-2023","2022","Census","California (State)"
"Block Group","060371230102","CA","060371230102","=""060371230102""","6.03","2019-2023","2022","Census","California (State)"
"Block Group","060371230201","CA","060371230201","=""060371230201""","6.56","2019-2023","2022","Census","California (State)"
"Block Group","060371230202","CA","060371230202","=""060371230202""","1.81","2019-2023","2022","Census","California (State)"
"Block Group","060371231031","CA","060371231031","=""060371231031""","4.02","2019-2023","2022","Census","California (State)"
"Block Group","060371231032","CA","060371231032","=""060371231032""","0.18","2019-2023","2022","Census","California (State)"
"Block Group","060371231041","CA","060371231041","=""060371231041""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371231042","CA","060371231042","=""060371231042""","8.51","2019-2023","2022","Census","California (State)"
"Block Group","060371231043","CA","060371231043","=""060371231043""","14.36","2019-2023","2022","Census","California (State)"
"Block Group","060371232031","CA","060371232031","=""060371232031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371232032","CA","060371232032","=""060371232032""","22.78","2019-2023","2022","Census","California (State)"
"Block Group","060371232033","CA","060371232033","=""060371232033""","6.31","2019-2023","2022","Census","California (State)"
"Block Group","060371232041","CA","060371232041","=""060371232041""","22.19","2019-2023","2022","Census","California (State)"
"Block Group","060371232042","CA","060371232042","=""060371232042""","1.39","2019-2023","2022","Census","California (State)"
"Block Group","060371232051","CA","060371232051","=""060371232051""","18.37","2019-2023","2022","Census","California (State)"
"Block Group","060371232052","CA","060371232052","=""060371232052""","7.79","2019-2023","2022","Census","California (State)"
"Block Group","060371232061","CA","060371232061","=""060371232061""","5.36","2019-2023","2022","Census","California (State)"
"Block Group","060371233011","CA","060371233011","=""060371233011""","3.07","2019-2023","2022","Census","California (State)"
"Block Group","060371233012","CA","060371233012","=""060371233012""","4.10","2019-2023","2022","Census","California (State)"
"Block Group","060371233031","CA","060371233031","=""060371233031""","13.77","2019-2023","2022","Census","California (State)"
"Block Group","060371233032","CA","060371233032","=""060371233032""","21.02","2019-2023","2022","Census","California (State)"
"Block Group","060371233041","CA","060371233041","=""060371233041""","9.50","2019-2023","2022","Census","California (State)"
"Block Group","060371233042","CA","060371233042","=""060371233042""","14.10","2019-2023","2022","Census","California (State)"
"Block Group","060371233043","CA","060371233043","=""060371233043""","6.56","2019-2023","2022","Census","California (State)"
"Block Group","060371234101","CA","060371234101","=""060371234101""","10.28","2019-2023","2022","Census","California (State)"
"Block Group","060371234102","CA","060371234102","=""060371234102""","4.77","2019-2023","2022","Census","California (State)"
"Block Group","060371234201","CA","060371234201","=""060371234201""","5.40","2019-2023","2022","Census","California (State)"
"Block Group","060371234202","CA","060371234202","=""060371234202""","9.92","2019-2023","2022","Census","California (State)"
"Block Group","060371234203","CA","060371234203","=""060371234203""","11.38","2019-2023","2022","Census","California (State)"
"Block Group","060371235101","CA","060371235101","=""060371235101""","5.21","2019-2023","2022","Census","California (State)"
"Block Group","060371235102","CA","060371235102","=""060371235102""","7.37","2019-2023","2022","Census","California (State)"
"Block Group","060371235201","CA","060371235201","=""060371235201""","3.91","2019-2023","2022","Census","California (State)"
"Block Group","060371236011","CA","060371236011","=""060371236011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371236012","CA","060371236012","=""060371236012""","4.62","2019-2023","2022","Census","California (State)"
"Block Group","060371236013","CA","060371236013","=""060371236013""","12.46","2019-2023","2022","Census","California (State)"
"Block Group","060371236021","CA","060371236021","=""060371236021""","27.03","2019-2023","2022","Census","California (State)"
"Block Group","060371236022","CA","060371236022","=""060371236022""","2.69","2019-2023","2022","Census","California (State)"
"Block Group","060371236023","CA","060371236023","=""060371236023""","3.48","2019-2023","2022","Census","California (State)"
"Block Group","060371237001","CA","060371237001","=""060371237001""","5.13","2019-2023","2022","Census","California (State)"
"Block Group","060371237002","CA","060371237002","=""060371237002""","4.04","2019-2023","2022","Census","California (State)"
"Block Group","060371237003","CA","060371237003","=""060371237003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371237004","CA","060371237004","=""060371237004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371238001","CA","060371238001","=""060371238001""","3.62","2019-2023","2022","Census","California (State)"
"Block Group","060371238002","CA","060371238002","=""060371238002""","0.99","2019-2023","2022","Census","California (State)"
"Block Group","060371238003","CA","060371238003","=""060371238003""","2.74","2019-2023","2022","Census","California (State)"
"Block Group","060371239011","CA","060371239011","=""060371239011""","18.75","2019-2023","2022","Census","California (State)"
"Block Group","060371239012","CA","060371239012","=""060371239012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371239021","CA","060371239021","=""060371239021""","2.31","2019-2023","2022","Census","California (State)"
"Block Group","060371239022","CA","060371239022","=""060371239022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371240001","CA","060371240001","=""060371240001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371240002","CA","060371240002","=""060371240002""","3.46","2019-2023","2022","Census","California (State)"
"Block Group","060371240003","CA","060371240003","=""060371240003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371240004","CA","060371240004","=""060371240004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371241021","CA","060371241021","=""060371241021""","12.25","2019-2023","2022","Census","California (State)"
"Block Group","060371241022","CA","060371241022","=""060371241022""","3.83","2019-2023","2022","Census","California (State)"
"Block Group","060371241023","CA","060371241023","=""060371241023""","2.06","2019-2023","2022","Census","California (State)"
"Block Group","060371241031","CA","060371241031","=""060371241031""","9.83","2019-2023","2022","Census","California (State)"
"Block Group","060371241041","CA","060371241041","=""060371241041""","9.73","2019-2023","2022","Census","California (State)"
"Block Group","060371241042","CA","060371241042","=""060371241042""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371241051","CA","060371241051","=""060371241051""","1.57","2019-2023","2022","Census","California (State)"
"Block Group","060371241052","CA","060371241052","=""060371241052""","15.37","2019-2023","2022","Census","California (State)"
"Block Group","060371242011","CA","060371242011","=""060371242011""","8.28","2019-2023","2022","Census","California (State)"
"Block Group","060371242012","CA","060371242012","=""060371242012""","1.54","2019-2023","2022","Census","California (State)"
"Block Group","060371242013","CA","060371242013","=""060371242013""","3.30","2019-2023","2022","Census","California (State)"
"Block Group","060371242031","CA","060371242031","=""060371242031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371242032","CA","060371242032","=""060371242032""","8.51","2019-2023","2022","Census","California (State)"
"Block Group","060371242041","CA","060371242041","=""060371242041""","11.46","2019-2023","2022","Census","California (State)"
"Block Group","060371242042","CA","060371242042","=""060371242042""","4.44","2019-2023","2022","Census","California (State)"
"Block Group","060371243001","CA","060371243001","=""060371243001""","18.83","2019-2023","2022","Census","California (State)"
"Block Group","060371243002","CA","060371243002","=""060371243002""","5.65","2019-2023","2022","Census","California (State)"
"Block Group","060371243003","CA","060371243003","=""060371243003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371244001","CA","060371244001","=""060371244001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371244002","CA","060371244002","=""060371244002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371244003","CA","060371244003","=""060371244003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371245001","CA","060371245001","=""060371245001""","7.76","2019-2023","2022","Census","California (State)"
"Block Group","060371245002","CA","060371245002","=""060371245002""","2.14","2019-2023","2022","Census","California (State)"
"Block Group","060371246001","CA","060371246001","=""060371246001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371246002","CA","060371246002","=""060371246002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371246003","CA","060371246003","=""060371246003""","1.04","2019-2023","2022","Census","California (State)"
"Block Group","060371247001","CA","060371247001","=""060371247001""","3.25","2019-2023","2022","Census","California (State)"
"Block Group","060371247002","CA","060371247002","=""060371247002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371247003","CA","060371247003","=""060371247003""","7.63","2019-2023","2022","Census","California (State)"
"Block Group","060371247004","CA","060371247004","=""060371247004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371249021","CA","060371249021","=""060371249021""","5.85","2019-2023","2022","Census","California (State)"
"Block Group","060371249022","CA","060371249022","=""060371249022""","5.65","2019-2023","2022","Census","California (State)"
"Block Group","060371249031","CA","060371249031","=""060371249031""","5.78","2019-2023","2022","Census","California (State)"
"Block Group","060371249032","CA","060371249032","=""060371249032""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371251011","CA","060371251011","=""060371251011""","5.84","2019-2023","2022","Census","California (State)"
"Block Group","060371251012","CA","060371251012","=""060371251012""","5.60","2019-2023","2022","Census","California (State)"
"Block Group","060371251013","CA","060371251013","=""060371251013""","2.14","2019-2023","2022","Census","California (State)"
"Block Group","060371251021","CA","060371251021","=""060371251021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371251022","CA","060371251022","=""060371251022""","7.12","2019-2023","2022","Census","California (State)"
"Block Group","060371252001","CA","060371252001","=""060371252001""","4.37","2019-2023","2022","Census","California (State)"
"Block Group","060371252002","CA","060371252002","=""060371252002""","12.00","2019-2023","2022","Census","California (State)"
"Block Group","060371252003","CA","060371252003","=""060371252003""","1.26","2019-2023","2022","Census","California (State)"
"Block Group","060371253101","CA","060371253101","=""060371253101""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371253102","CA","060371253102","=""060371253102""","0.90","2019-2023","2022","Census","California (State)"
"Block Group","060371253103","CA","060371253103","=""060371253103""","4.15","2019-2023","2022","Census","California (State)"
"Block Group","060371253104","CA","060371253104","=""060371253104""","1.77","2019-2023","2022","Census","California (State)"
"Block Group","060371253105","CA","060371253105","=""060371253105""","11.57","2019-2023","2022","Census","California (State)"
"Block Group","060371253211","CA","060371253211","=""060371253211""","4.10","2019-2023","2022","Census","California (State)"
"Block Group","060371253212","CA","060371253212","=""060371253212""","3.74","2019-2023","2022","Census","California (State)"
"Block Group","060371253221","CA","060371253221","=""060371253221""","6.56","2019-2023","2022","Census","California (State)"
"Block Group","060371253222","CA","060371253222","=""060371253222""","2.78","2019-2023","2022","Census","California (State)"
"Block Group","060371254021","CA","060371254021","=""060371254021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371254022","CA","060371254022","=""060371254022""","7.97","2019-2023","2022","Census","California (State)"
"Block Group","060371254023","CA","060371254023","=""060371254023""","2.72","2019-2023","2022","Census","California (State)"
"Block Group","060371254031","CA","060371254031","=""060371254031""","18.20","2019-2023","2022","Census","California (State)"
"Block Group","060371254032","CA","060371254032","=""060371254032""","3.14","2019-2023","2022","Census","California (State)"
"Block Group","060371254041","CA","060371254041","=""060371254041""","5.80","2019-2023","2022","Census","California (State)"
"Block Group","060371255011","CA","060371255011","=""060371255011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371255012","CA","060371255012","=""060371255012""","3.58","2019-2023","2022","Census","California (State)"
"Block Group","060371255021","CA","060371255021","=""060371255021""","4.67","2019-2023","2022","Census","California (State)"
"Block Group","060371255022","CA","060371255022","=""060371255022""","1.62","2019-2023","2022","Census","California (State)"
"Block Group","060371255023","CA","060371255023","=""060371255023""","1.27","2019-2023","2022","Census","California (State)"
"Block Group","060371256001","CA","060371256001","=""060371256001""","3.47","2019-2023","2022","Census","California (State)"
"Block Group","060371256002","CA","060371256002","=""060371256002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371256003","CA","060371256003","=""060371256003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371271021","CA","060371271021","=""060371271021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371271022","CA","060371271022","=""060371271022""","12.20","2019-2023","2022","Census","California (State)"
"Block Group","060371271023","CA","060371271023","=""060371271023""","4.78","2019-2023","2022","Census","California (State)"
"Block Group","060371271031","CA","060371271031","=""060371271031""","14.81","2019-2023","2022","Census","California (State)"
"Block Group","060371271041","CA","060371271041","=""060371271041""","4.17","2019-2023","2022","Census","California (State)"
"Block Group","060371271042","CA","060371271042","=""060371271042""","3.72","2019-2023","2022","Census","California (State)"
"Block Group","060371272101","CA","060371272101","=""060371272101""","19.75","2019-2023","2022","Census","California (State)"
"Block Group","060371272102","CA","060371272102","=""060371272102""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371272103","CA","060371272103","=""060371272103""","5.32","2019-2023","2022","Census","California (State)"
"Block Group","060371272201","CA","060371272201","=""060371272201""","4.02","2019-2023","2022","Census","California (State)"
"Block Group","060371272202","CA","060371272202","=""060371272202""","36.56","2019-2023","2022","Census","California (State)"
"Block Group","060371272203","CA","060371272203","=""060371272203""","2.15","2019-2023","2022","Census","California (State)"
"Block Group","060371273001","CA","060371273001","=""060371273001""","9.75","2019-2023","2022","Census","California (State)"
"Block Group","060371273002","CA","060371273002","=""060371273002""","7.65","2019-2023","2022","Census","California (State)"
"Block Group","060371274001","CA","060371274001","=""060371274001""","30.25","2019-2023","2022","Census","California (State)"
"Block Group","060371274002","CA","060371274002","=""060371274002""","3.83","2019-2023","2022","Census","California (State)"
"Block Group","060371274003","CA","060371274003","=""060371274003""","6.69","2019-2023","2022","Census","California (State)"
"Block Group","060371274004","CA","060371274004","=""060371274004""","2.80","2019-2023","2022","Census","California (State)"
"Block Group","060371275201","CA","060371275201","=""060371275201""","7.06","2019-2023","2022","Census","California (State)"
"Block Group","060371275202","CA","060371275202","=""060371275202""","23.03","2019-2023","2022","Census","California (State)"
"Block Group","060371276031","CA","060371276031","=""060371276031""","4.87","2019-2023","2022","Census","California (State)"
"Block Group","060371276032","CA","060371276032","=""060371276032""","8.97","2019-2023","2022","Census","California (State)"
"Block Group","060371276041","CA","060371276041","=""060371276041""","0.66","2019-2023","2022","Census","California (State)"
"Block Group","060371276042","CA","060371276042","=""060371276042""","9.60","2019-2023","2022","Census","California (State)"
"Block Group","060371276051","CA","060371276051","=""060371276051""","3.92","2019-2023","2022","Census","California (State)"
"Block Group","060371276052","CA","060371276052","=""060371276052""","8.23","2019-2023","2022","Census","California (State)"
"Block Group","060371276061","CA","060371276061","=""060371276061""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371276062","CA","060371276062","=""060371276062""","2.80","2019-2023","2022","Census","California (State)"
"Block Group","060371277111","CA","060371277111","=""060371277111""","5.84","2019-2023","2022","Census","California (State)"
"Block Group","060371277112","CA","060371277112","=""060371277112""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371277121","CA","060371277121","=""060371277121""","3.73","2019-2023","2022","Census","California (State)"
"Block Group","060371277122","CA","060371277122","=""060371277122""","2.21","2019-2023","2022","Census","California (State)"
"Block Group","060371278031","CA","060371278031","=""060371278031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371278032","CA","060371278032","=""060371278032""","1.78","2019-2023","2022","Census","California (State)"
"Block Group","060371278041","CA","060371278041","=""060371278041""","13.64","2019-2023","2022","Census","California (State)"
"Block Group","060371278042","CA","060371278042","=""060371278042""","7.71","2019-2023","2022","Census","California (State)"
"Block Group","060371278043","CA","060371278043","=""060371278043""","2.00","2019-2023","2022","Census","California (State)"
"Block Group","060371278051","CA","060371278051","=""060371278051""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371278052","CA","060371278052","=""060371278052""","17.30","2019-2023","2022","Census","California (State)"
"Block Group","060371278053","CA","060371278053","=""060371278053""","6.98","2019-2023","2022","Census","California (State)"
"Block Group","060371278061","CA","060371278061","=""060371278061""","2.80","2019-2023","2022","Census","California (State)"
"Block Group","060371278062","CA","060371278062","=""060371278062""","11.83","2019-2023","2022","Census","California (State)"
"Block Group","060371278063","CA","060371278063","=""060371278063""","3.87","2019-2023","2022","Census","California (State)"
"Block Group","060371279101","CA","060371279101","=""060371279101""","2.96","2019-2023","2022","Census","California (State)"
"Block Group","060371279102","CA","060371279102","=""060371279102""","9.83","2019-2023","2022","Census","California (State)"
"Block Group","060371279201","CA","060371279201","=""060371279201""","18.24","2019-2023","2022","Census","California (State)"
"Block Group","060371279202","CA","060371279202","=""060371279202""","3.73","2019-2023","2022","Census","California (State)"
"Block Group","060371281011","CA","060371281011","=""060371281011""","3.70","2019-2023","2022","Census","California (State)"
"Block Group","060371281012","CA","060371281012","=""060371281012""","4.56","2019-2023","2022","Census","California (State)"
"Block Group","060371281021","CA","060371281021","=""060371281021""","7.09","2019-2023","2022","Census","California (State)"
"Block Group","060371281022","CA","060371281022","=""060371281022""","4.42","2019-2023","2022","Census","California (State)"
"Block Group","060371281023","CA","060371281023","=""060371281023""","9.67","2019-2023","2022","Census","California (State)"
"Block Group","060371282101","CA","060371282101","=""060371282101""","7.57","2019-2023","2022","Census","California (State)"
"Block Group","060371282102","CA","060371282102","=""060371282102""","11.35","2019-2023","2022","Census","California (State)"
"Block Group","060371282201","CA","060371282201","=""060371282201""","7.68","2019-2023","2022","Census","California (State)"
"Block Group","060371282202","CA","060371282202","=""060371282202""","4.81","2019-2023","2022","Census","California (State)"
"Block Group","060371283021","CA","060371283021","=""060371283021""","3.58","2019-2023","2022","Census","California (State)"
"Block Group","060371283022","CA","060371283022","=""060371283022""","18.40","2019-2023","2022","Census","California (State)"
"Block Group","060371283031","CA","060371283031","=""060371283031""","11.41","2019-2023","2022","Census","California (State)"
"Block Group","060371283032","CA","060371283032","=""060371283032""","10.65","2019-2023","2022","Census","California (State)"
"Block Group","060371284001","CA","060371284001","=""060371284001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371284002","CA","060371284002","=""060371284002""","1.92","2019-2023","2022","Census","California (State)"
"Block Group","060371284003","CA","060371284003","=""060371284003""","12.96","2019-2023","2022","Census","California (State)"
"Block Group","060371284004","CA","060371284004","=""060371284004""","10.76","2019-2023","2022","Census","California (State)"
"Block Group","060371285001","CA","060371285001","=""060371285001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371285002","CA","060371285002","=""060371285002""","7.35","2019-2023","2022","Census","California (State)"
"Block Group","060371285003","CA","060371285003","=""060371285003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371285004","CA","060371285004","=""060371285004""","1.09","2019-2023","2022","Census","California (State)"
"Block Group","060371286011","CA","060371286011","=""060371286011""","7.22","2019-2023","2022","Census","California (State)"
"Block Group","060371286012","CA","060371286012","=""060371286012""","7.46","2019-2023","2022","Census","California (State)"
"Block Group","060371286013","CA","060371286013","=""060371286013""","11.63","2019-2023","2022","Census","California (State)"
"Block Group","060371286021","CA","060371286021","=""060371286021""","4.42","2019-2023","2022","Census","California (State)"
"Block Group","060371286022","CA","060371286022","=""060371286022""","5.59","2019-2023","2022","Census","California (State)"
"Block Group","060371286023","CA","060371286023","=""060371286023""","1.08","2019-2023","2022","Census","California (State)"
"Block Group","060371287031","CA","060371287031","=""060371287031""","6.04","2019-2023","2022","Census","California (State)"
"Block Group","060371287032","CA","060371287032","=""060371287032""","1.90","2019-2023","2022","Census","California (State)"
"Block Group","060371287041","CA","060371287041","=""060371287041""","4.15","2019-2023","2022","Census","California (State)"
"Block Group","060371287042","CA","060371287042","=""060371287042""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371288011","CA","060371288011","=""060371288011""","0.99","2019-2023","2022","Census","California (State)"
"Block Group","060371288012","CA","060371288012","=""060371288012""","1.01","2019-2023","2022","Census","California (State)"
"Block Group","060371288021","CA","060371288021","=""060371288021""","5.76","2019-2023","2022","Census","California (State)"
"Block Group","060371288022","CA","060371288022","=""060371288022""","5.98","2019-2023","2022","Census","California (State)"
"Block Group","060371288023","CA","060371288023","=""060371288023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371289101","CA","060371289101","=""060371289101""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371289102","CA","060371289102","=""060371289102""","1.37","2019-2023","2022","Census","California (State)"
"Block Group","060371289103","CA","060371289103","=""060371289103""","5.58","2019-2023","2022","Census","California (State)"
"Block Group","060371310211","CA","060371310211","=""060371310211""","17.55","2019-2023","2022","Census","California (State)"
"Block Group","060371310212","CA","060371310212","=""060371310212""","6.01","2019-2023","2022","Census","California (State)"
"Block Group","060371310221","CA","060371310221","=""060371310221""","1.56","2019-2023","2022","Census","California (State)"
"Block Group","060371310222","CA","060371310222","=""060371310222""","12.68","2019-2023","2022","Census","California (State)"
"Block Group","060371310231","CA","060371310231","=""060371310231""","1.86","2019-2023","2022","Census","California (State)"
"Block Group","060371310241","CA","060371310241","=""060371310241""","3.05","2019-2023","2022","Census","California (State)"
"Block Group","060371310242","CA","060371310242","=""060371310242""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371311001","CA","060371311001","=""060371311001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371311002","CA","060371311002","=""060371311002""","1.91","2019-2023","2022","Census","California (State)"
"Block Group","060371311003","CA","060371311003","=""060371311003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371312001","CA","060371312001","=""060371312001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371312002","CA","060371312002","=""060371312002""","3.71","2019-2023","2022","Census","California (State)"
"Block Group","060371312003","CA","060371312003","=""060371312003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371313001","CA","060371313001","=""060371313001""","1.64","2019-2023","2022","Census","California (State)"
"Block Group","060371313002","CA","060371313002","=""060371313002""","4.81","2019-2023","2022","Census","California (State)"
"Block Group","060371313003","CA","060371313003","=""060371313003""","1.98","2019-2023","2022","Census","California (State)"
"Block Group","060371314001","CA","060371314001","=""060371314001""","2.14","2019-2023","2022","Census","California (State)"
"Block Group","060371314002","CA","060371314002","=""060371314002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371314003","CA","060371314003","=""060371314003""","2.07","2019-2023","2022","Census","California (State)"
"Block Group","060371316001","CA","060371316001","=""060371316001""","0.52","2019-2023","2022","Census","California (State)"
"Block Group","060371316002","CA","060371316002","=""060371316002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371316003","CA","060371316003","=""060371316003""","5.16","2019-2023","2022","Census","California (State)"
"Block Group","060371316004","CA","060371316004","=""060371316004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371317011","CA","060371317011","=""060371317011""","0.55","2019-2023","2022","Census","California (State)"
"Block Group","060371317012","CA","060371317012","=""060371317012""","4.35","2019-2023","2022","Census","California (State)"
"Block Group","060371317021","CA","060371317021","=""060371317021""","4.74","2019-2023","2022","Census","California (State)"
"Block Group","060371317022","CA","060371317022","=""060371317022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371318011","CA","060371318011","=""060371318011""","1.20","2019-2023","2022","Census","California (State)"
"Block Group","060371318021","CA","060371318021","=""060371318021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371318022","CA","060371318022","=""060371318022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371319001","CA","060371319001","=""060371319001""","3.44","2019-2023","2022","Census","California (State)"
"Block Group","060371319002","CA","060371319002","=""060371319002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371319003","CA","060371319003","=""060371319003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371319004","CA","060371319004","=""060371319004""","10.64","2019-2023","2022","Census","California (State)"
"Block Group","060371320011","CA","060371320011","=""060371320011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371320012","CA","060371320012","=""060371320012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371320013","CA","060371320013","=""060371320013""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371320021","CA","060371320021","=""060371320021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371320022","CA","060371320022","=""060371320022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371320023","CA","060371320023","=""060371320023""","5.71","2019-2023","2022","Census","California (State)"
"Block Group","060371321011","CA","060371321011","=""060371321011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371321012","CA","060371321012","=""060371321012""","4.22","2019-2023","2022","Census","California (State)"
"Block Group","060371321013","CA","060371321013","=""060371321013""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371321021","CA","060371321021","=""060371321021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371321022","CA","060371321022","=""060371321022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371321023","CA","060371321023","=""060371321023""","5.36","2019-2023","2022","Census","California (State)"
"Block Group","060371323011","CA","060371323011","=""060371323011""","8.49","2019-2023","2022","Census","California (State)"
"Block Group","060371323012","CA","060371323012","=""060371323012""","8.84","2019-2023","2022","Census","California (State)"
"Block Group","060371323021","CA","060371323021","=""060371323021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371323022","CA","060371323022","=""060371323022""","14.36","2019-2023","2022","Census","California (State)"
"Block Group","060371325011","CA","060371325011","=""060371325011""","1.36","2019-2023","2022","Census","California (State)"
"Block Group","060371325012","CA","060371325012","=""060371325012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371325021","CA","060371325021","=""060371325021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371325022","CA","060371325022","=""060371325022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371327001","CA","060371327001","=""060371327001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371327002","CA","060371327002","=""060371327002""","7.90","2019-2023","2022","Census","California (State)"
"Block Group","060371327003","CA","060371327003","=""060371327003""","5.07","2019-2023","2022","Census","California (State)"
"Block Group","060371329001","CA","060371329001","=""060371329001""","0.64","2019-2023","2022","Census","California (State)"
"Block Group","060371329002","CA","060371329002","=""060371329002""","0.86","2019-2023","2022","Census","California (State)"
"Block Group","060371330001","CA","060371330001","=""060371330001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371330002","CA","060371330002","=""060371330002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371330003","CA","060371330003","=""060371330003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371331011","CA","060371331011","=""060371331011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060371331012","CA","060371331012","=""060371331012""","9.17","2019-2023","2022","Census","California (State)"
