"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Per Capita Income","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","apci","TimeFrame","GeoVintage","Source","Location"
"Block Group","040130610472","AZ","040130610472","=""040130610472""","54150","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610481","AZ","040130610481","=""040130610481""","42264","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610482","AZ","040130610482","=""040130610482""","50159","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610491","AZ","040130610491","=""040130610491""","48816","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610492","AZ","040130610492","=""040130610492""","38590","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610501","AZ","040130610501","=""040130610501""","31125","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610502","AZ","040130610502","=""040130610502""","34548","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610503","AZ","040130610503","=""040130610503""","35336","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610511","AZ","040130610511","=""040130610511""","39831","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610512","AZ","040130610512","=""040130610512""","34857","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610521","AZ","040130610521","=""040130610521""","26349","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610522","AZ","040130610522","=""040130610522""","39267","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610523","AZ","040130610523","=""040130610523""","19565","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610531","AZ","040130610531","=""040130610531""","27880","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610532","AZ","040130610532","=""040130610532""","29359","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610533","AZ","040130610533","=""040130610533""","31821","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610541","AZ","040130610541","=""040130610541""","60145","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610542","AZ","040130610542","=""040130610542""","67369","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610543","AZ","040130610543","=""040130610543""","48100","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610551","AZ","040130610551","=""040130610551""","55276","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610552","AZ","040130610552","=""040130610552""","56113","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610561","AZ","040130610561","=""040130610561""","43525","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610571","AZ","040130610571","=""040130610571""","44809","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610572","AZ","040130610572","=""040130610572""","23919","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610573","AZ","040130610573","=""040130610573""","24101","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610574","AZ","040130610574","=""040130610574""","31418","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610581","AZ","040130610581","=""040130610581""","18888","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610582","AZ","040130610582","=""040130610582""","40611","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610591","AZ","040130610591","=""040130610591""","39440","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610592","AZ","040130610592","=""040130610592""","40654","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610601","AZ","040130610601","=""040130610601""","37661","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610611","AZ","040130610611","=""040130610611""","26933","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610612","AZ","040130610612","=""040130610612""","37115","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610621","AZ","040130610621","=""040130610621""","35528","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610622","AZ","040130610622","=""040130610622""","40799","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610623","AZ","040130610623","=""040130610623""","37434","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610631","AZ","040130610631","=""040130610631""","25049","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610641","AZ","040130610641","=""040130610641""","48030","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130611001","AZ","040130611001","=""040130611001""","26092","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130611002","AZ","040130611002","=""040130611002""","21866","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130611003","AZ","040130611003","=""040130611003""","24381","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612001","AZ","040130612001","=""040130612001""","17305","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612002","AZ","040130612002","=""040130612002""","21098","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612003","AZ","040130612003","=""040130612003""","16060","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612004","AZ","040130612004","=""040130612004""","45402","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612005","AZ","040130612005","=""040130612005""","18540","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130613001","AZ","040130613001","=""040130613001""","24857","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614011","AZ","040130614011","=""040130614011""","17089","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614012","AZ","040130614012","=""040130614012""","21556","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614021","AZ","040130614021","=""040130614021""","21426","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614022","AZ","040130614022","=""040130614022""","28221","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614023","AZ","040130614023","=""040130614023""","32474","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715031","AZ","040130715031","=""040130715031""","54088","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715032","AZ","040130715032","=""040130715032""","36146","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715033","AZ","040130715033","=""040130715033""","54306","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715034","AZ","040130715034","=""040130715034""","56667","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715035","AZ","040130715035","=""040130715035""","51531","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715041","AZ","040130715041","=""040130715041""","39938","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715042","AZ","040130715042","=""040130715042""","40762","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715043","AZ","040130715043","=""040130715043""","42165","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715044","AZ","040130715044","=""040130715044""","40745","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715051","AZ","040130715051","=""040130715051""","24405","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715052","AZ","040130715052","=""040130715052""","44065","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715053","AZ","040130715053","=""040130715053""","49744","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715054","AZ","040130715054","=""040130715054""","33686","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715061","AZ","040130715061","=""040130715061""","39977","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715062","AZ","040130715062","=""040130715062""","36240","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715063","AZ","040130715063","=""040130715063""","35936","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715064","AZ","040130715064","=""040130715064""","64198","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715091","AZ","040130715091","=""040130715091""","38293","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715092","AZ","040130715092","=""040130715092""","38309","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715093","AZ","040130715093","=""040130715093""","55142","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715094","AZ","040130715094","=""040130715094""","61821","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715095","AZ","040130715095","=""040130715095""","49914","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715101","AZ","040130715101","=""040130715101""","64841","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715102","AZ","040130715102","=""040130715102""","52896","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715103","AZ","040130715103","=""040130715103""","43772","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715111","AZ","040130715111","=""040130715111""","38285","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715112","AZ","040130715112","=""040130715112""","23541","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715121","AZ","040130715121","=""040130715121""","39777","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715122","AZ","040130715122","=""040130715122""","44102","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715123","AZ","040130715123","=""040130715123""","42771","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715124","AZ","040130715124","=""040130715124""","51551","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715131","AZ","040130715131","=""040130715131""","46466","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715132","AZ","040130715132","=""040130715132""","44866","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715141","AZ","040130715141","=""040130715141""","50708","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715142","AZ","040130715142","=""040130715142""","41237","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715143","AZ","040130715143","=""040130715143""","41006","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715151","AZ","040130715151","=""040130715151""","49011","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715152","AZ","040130715152","=""040130715152""","66692","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715153","AZ","040130715153","=""040130715153""","35596","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715154","AZ","040130715154","=""040130715154""","54168","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715161","AZ","040130715161","=""040130715161""","35245","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715162","AZ","040130715162","=""040130715162""","57246","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715171","AZ","040130715171","=""040130715171""","44445","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715172","AZ","040130715172","=""040130715172""","42200","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715173","AZ","040130715173","=""040130715173""","37392","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130716001","AZ","040130716001","=""040130716001""","28130","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130716002","AZ","040130716002","=""040130716002""","27573","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717011","AZ","040130717011","=""040130717011""","26857","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717021","AZ","040130717021","=""040130717021""","39352","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717022","AZ","040130717022","=""040130717022""","43476","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717023","AZ","040130717023","=""040130717023""","39255","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717024","AZ","040130717024","=""040130717024""","36476","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717025","AZ","040130717025","=""040130717025""","25490","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718011","AZ","040130718011","=""040130718011""","25530","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718012","AZ","040130718012","=""040130718012""","35400","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718013","AZ","040130718013","=""040130718013""","34411","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718014","AZ","040130718014","=""040130718014""","22042","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718015","AZ","040130718015","=""040130718015""","43153","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718016","AZ","040130718016","=""040130718016""","43219","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718021","AZ","040130718021","=""040130718021""","31623","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718022","AZ","040130718022","=""040130718022""","27296","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718023","AZ","040130718023","=""040130718023""","35201","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718024","AZ","040130718024","=""040130718024""","36095","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719031","AZ","040130719031","=""040130719031""","40557","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719032","AZ","040130719032","=""040130719032""","34336","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719033","AZ","040130719033","=""040130719033""","40877","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719034","AZ","040130719034","=""040130719034""","32465","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719035","AZ","040130719035","=""040130719035""","21342","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719036","AZ","040130719036","=""040130719036""","26106","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719037","AZ","040130719037","=""040130719037""","38423","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719061","AZ","040130719061","=""040130719061""","31946","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719062","AZ","040130719062","=""040130719062""","28421","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719063","AZ","040130719063","=""040130719063""","30604","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719064","AZ","040130719064","=""040130719064""","52384","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719091","AZ","040130719091","=""040130719091""","23317","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719092","AZ","040130719092","=""040130719092""","34497","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719093","AZ","040130719093","=""040130719093""","51250","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719094","AZ","040130719094","=""040130719094""","30893","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719101","AZ","040130719101","=""040130719101""","39787","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719102","AZ","040130719102","=""040130719102""","17124","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719103","AZ","040130719103","=""040130719103""","31026","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719104","AZ","040130719104","=""040130719104""","18897","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719105","AZ","040130719105","=""040130719105""","34260","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719111","AZ","040130719111","=""040130719111""","29271","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719112","AZ","040130719112","=""040130719112""","31227","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719121","AZ","040130719121","=""040130719121""","25369","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719122","AZ","040130719122","=""040130719122""","24212","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719131","AZ","040130719131","=""040130719131""","36210","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719132","AZ","040130719132","=""040130719132""","12988","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719133","AZ","040130719133","=""040130719133""","29922","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719141","AZ","040130719141","=""040130719141""","26508","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719142","AZ","040130719142","=""040130719142""","25152","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719143","AZ","040130719143","=""040130719143""","26071","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719151","AZ","040130719151","=""040130719151""","31944","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719152","AZ","040130719152","=""040130719152""","42715","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719153","AZ","040130719153","=""040130719153""","33587","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820021","AZ","040130820021","=""040130820021""","28254","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820022","AZ","040130820022","=""040130820022""","29970","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820023","AZ","040130820023","=""040130820023""","31887","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820071","AZ","040130820071","=""040130820071""","25242","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820072","AZ","040130820072","=""040130820072""","33973","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820081","AZ","040130820081","=""040130820081""","25830","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820082","AZ","040130820082","=""040130820082""","25246","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820083","AZ","040130820083","=""040130820083""","30855","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820091","AZ","040130820091","=""040130820091""","18718","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820092","AZ","040130820092","=""040130820092""","23534","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820101","AZ","040130820101","=""040130820101""","19858","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820102","AZ","040130820102","=""040130820102""","29914","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820121","AZ","040130820121","=""040130820121""","39431","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820122","AZ","040130820122","=""040130820122""","22649","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820123","AZ","040130820123","=""040130820123""","24413","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820161","AZ","040130820161","=""040130820161""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820162","AZ","040130820162","=""040130820162""","29606","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820171","AZ","040130820171","=""040130820171""","43733","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820172","AZ","040130820172","=""040130820172""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820173","AZ","040130820173","=""040130820173""","30107","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820181","AZ","040130820181","=""040130820181""","28921","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820182","AZ","040130820182","=""040130820182""","31705","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820191","AZ","040130820191","=""040130820191""","45096","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820192","AZ","040130820192","=""040130820192""","37937","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820201","AZ","040130820201","=""040130820201""","36370","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820202","AZ","040130820202","=""040130820202""","38950","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820211","AZ","040130820211","=""040130820211""","33457","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820212","AZ","040130820212","=""040130820212""","48985","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820221","AZ","040130820221","=""040130820221""","24687","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820222","AZ","040130820222","=""040130820222""","27043","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820231","AZ","040130820231","=""040130820231""","36510","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820232","AZ","040130820232","=""040130820232""","31606","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820233","AZ","040130820233","=""040130820233""","42013","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820241","AZ","040130820241","=""040130820241""","41604","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820242","AZ","040130820242","=""040130820242""","31557","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820251","AZ","040130820251","=""040130820251""","36722","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820261","AZ","040130820261","=""040130820261""","32402","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820262","AZ","040130820262","=""040130820262""","30952","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820263","AZ","040130820263","=""040130820263""","42823","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820271","AZ","040130820271","=""040130820271""","34881","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820272","AZ","040130820272","=""040130820272""","37467","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820273","AZ","040130820273","=""040130820273""","30239","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820281","AZ","040130820281","=""040130820281""","19689","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130820282","AZ","040130820282","=""040130820282""","36317","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822041","AZ","040130822041","=""040130822041""","24765","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822042","AZ","040130822042","=""040130822042""","22843","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822043","AZ","040130822043","=""040130822043""","22755","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822051","AZ","040130822051","=""040130822051""","19923","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822052","AZ","040130822052","=""040130822052""","28559","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822053","AZ","040130822053","=""040130822053""","23985","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822061","AZ","040130822061","=""040130822061""","32524","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822062","AZ","040130822062","=""040130822062""","28373","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822063","AZ","040130822063","=""040130822063""","25796","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822071","AZ","040130822071","=""040130822071""","31680","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822072","AZ","040130822072","=""040130822072""","30512","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822081","AZ","040130822081","=""040130822081""","24324","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822082","AZ","040130822082","=""040130822082""","28049","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822083","AZ","040130822083","=""040130822083""","31267","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822091","AZ","040130822091","=""040130822091""","23865","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822092","AZ","040130822092","=""040130822092""","20561","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822101","AZ","040130822101","=""040130822101""","31271","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822102","AZ","040130822102","=""040130822102""","18585","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822103","AZ","040130822103","=""040130822103""","29618","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822111","AZ","040130822111","=""040130822111""","24890","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822112","AZ","040130822112","=""040130822112""","29834","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822113","AZ","040130822113","=""040130822113""","27533","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822114","AZ","040130822114","=""040130822114""","34627","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822121","AZ","040130822121","=""040130822121""","21651","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822122","AZ","040130822122","=""040130822122""","32997","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822131","AZ","040130822131","=""040130822131""","34235","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822132","AZ","040130822132","=""040130822132""","27689","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130822133","AZ","040130822133","=""040130822133""","34106","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130830001","AZ","040130830001","=""040130830001""","29475","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130830002","AZ","040130830002","=""040130830002""","16148","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130830003","AZ","040130830003","=""040130830003""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130830004","AZ","040130830004","=""040130830004""","30672","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130830005","AZ","040130830005","=""040130830005""","16890","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923051","AZ","040130923051","=""040130923051""","28249","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923052","AZ","040130923052","=""040130923052""","20128","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923061","AZ","040130923061","=""040130923061""","56549","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923062","AZ","040130923062","=""040130923062""","26849","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923063","AZ","040130923063","=""040130923063""","48466","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923064","AZ","040130923064","=""040130923064""","26774","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923071","AZ","040130923071","=""040130923071""","20269","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923072","AZ","040130923072","=""040130923072""","20153","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923073","AZ","040130923073","=""040130923073""","52984","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923074","AZ","040130923074","=""040130923074""","51822","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923081","AZ","040130923081","=""040130923081""","28195","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923082","AZ","040130923082","=""040130923082""","27918","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923083","AZ","040130923083","=""040130923083""","33859","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923084","AZ","040130923084","=""040130923084""","30743","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923091","AZ","040130923091","=""040130923091""","40285","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923092","AZ","040130923092","=""040130923092""","31789","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923093","AZ","040130923093","=""040130923093""","31163","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923094","AZ","040130923094","=""040130923094""","37144","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923111","AZ","040130923111","=""040130923111""","17929","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923112","AZ","040130923112","=""040130923112""","17480","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923121","AZ","040130923121","=""040130923121""","22981","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923122","AZ","040130923122","=""040130923122""","28075","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923123","AZ","040130923123","=""040130923123""","26046","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130923124","AZ","040130923124","=""040130923124""","26578","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130924011","AZ","040130924011","=""040130924011""","27490","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130924012","AZ","040130924012","=""040130924012""","23109","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130924013","AZ","040130924013","=""040130924013""","30029","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130924021","AZ","040130924021","=""040130924021""","32694","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130924022","AZ","040130924022","=""040130924022""","31796","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130924023","AZ","040130924023","=""040130924023""","23484","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130925001","AZ","040130925001","=""040130925001""","31265","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130925002","AZ","040130925002","=""040130925002""","24621","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130925003","AZ","040130925003","=""040130925003""","32147","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130925004","AZ","040130925004","=""040130925004""","16352","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130926001","AZ","040130926001","=""040130926001""","18248","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130926002","AZ","040130926002","=""040130926002""","18771","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130926003","AZ","040130926003","=""040130926003""","34316","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927051","AZ","040130927051","=""040130927051""","25688","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927052","AZ","040130927052","=""040130927052""","22368","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927081","AZ","040130927081","=""040130927081""","15745","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927082","AZ","040130927082","=""040130927082""","39982","2019-2023","2022","Census","Arizona (State)"
